Eruption Number,Volcano Name,Eruption Category,Evidence Type,Evidence Method,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day
14041,Nyamulagira,Confirmed,Observations,Reported,2,1894,6,,,,
16726,Kanlaon,Confirmed,Observations,Reported,2,1894,5,,1894,6,
17759,Asamayama,Confirmed,Observations,Reported,2,1894,4,6,1894,6,14
17930,Azumayama,Confirmed,Observations,Reported,1,1894,3,16,1894,4,12
17289,Asosan,Confirmed,Observations,Reported,2,1894,3,6,1894,8,30
17146,Kirishimayama,Confirmed,Observations,Reported,2,1894,2,25,1894,2,28
18621,Shikotsu,Confirmed,Observations,Reported,2,1894,2,8,1894,2,8
15887,Merapi,Confirmed,Observations,Reported,2,1894,1,27,1894,2,2
16759,Bulusan,Confirmed,Observations,Reported,2,1894,,,,,
14088,Nyiragongo,Confirmed,Observations,Reported,1,1894,,,,,
15117,Bagana,Confirmed,Observations,Reported,2,1894,,,1895,,
14763,Lateiki,Uncertain,Uncertain,Unspecified,2,1894,,,,,
18883,Alaid,Confirmed,Observations,Reported,2,1894,,,,,
20123,Pavlof,Confirmed,Observations,Reported,2,1894,,,,,
11433,Reventador,Confirmed,Observations,Reported,3,1894,,,,,
15997,Semeru,Confirmed,Observations,Reported,2,1893,12,11,1894,2,
10455,Colima,Confirmed,Observations,Reported,2,1893,12,4,1902,,
12136,Villarrica,Confirmed,Observations,Reported,2,1893,12,1,1894,2,1
12040,Llaima,Confirmed,Observations,Reported,2,1893,12,,1894,12,
16099,Lamongan,Confirmed,Observations,Reported,2,1893,11,18,,,
17929,Azumayama,Confirmed,Observations,Reported,1,1893,11,9,1893,11,10
16791,Mayon,Confirmed,Observations,Reported,1,1893,10,3,1893,10,31
15886,Merapi,Confirmed,Observations,Reported,1,1893,10,,,,
16725,Kanlaon,Confirmed,Observations,Reported,2,1893,7,,,,
17928,Azumayama,Confirmed,Observations,Reported,1,1893,5,19,1893,7,13
13763,Etna,Confirmed,Observations,Reported,1,1893,4,26,1898,6,
16444,Lokon-Empung,Confirmed,Observations,Reported,2,1893,3,29,1894,8,14
11977,"Chillan, Nevados de",Confirmed,Observations,Reported,2,1893,3,4,,,
16041,Tengger Caldera,Confirmed,Observations,Reported,2,1893,1,13,1893,3,27
12252,Calbuco,Confirmed,Observations,Reported,4,1893,1,7,1894,1,16
15411,Sorikmarapi,Confirmed,Observations,Reported,2,1893,1,4,1893,1,4
15996,Semeru,Confirmed,Observations,Reported,2,1893,1,,1893,5,
16562,Awu,Confirmed,Observations,Reported,2,1893,,,,,
12265,Huequi,Confirmed,Observations,Reported,2,1893,,,,,
12208,Puyehue-Cordon Caulle,Confirmed,Observations,Reported,2,1893,,,,,
13482,Vulcano,Uncertain,Uncertain,Unspecified,0,1892,12,14,,,
13563,Tongariro,Confirmed,Observations,Reported,2,1892,11,30,,,
10210,Mauna Loa,Confirmed,Observations,Reported,0,1892,11,30,1892,12,3
13562,Tongariro,Confirmed,Observations,Reported,2,1892,11,,1892,12,
15291,Lopevi,Confirmed,Observations,Reported,2,1892,10,,1893,,
20009,Akutan,Confirmed,Observations,Reported,1,1892,9,23,,,
20161,Veniaminof,Confirmed,Observations,Reported,3,1892,8,28,1892,8,30
13761,Etna,Confirmed,Observations,Reported,2,1892,6,20,1892,12,29
16501,Karangetang,Confirmed,Observations,Reported,2,1892,6,14,,,
16561,Awu,Confirmed,Observations,Reported,3,1892,6,7,1892,6,12
16373,Wurlali,Confirmed,Observations,Reported,2,1892,6,3,1892,6,5
15410,Sorikmarapi,Confirmed,Observations,Reported,2,1892,5,21,,,
19777,Seguam,Confirmed,Observations,Reported,3,1892,4,15,,,
15995,Semeru,Confirmed,Observations,Reported,2,1892,3,,1892,4,
13561,Tongariro,Confirmed,Observations,Reported,2,1892,2,,1892,3,
16758,Bulusan,Confirmed,Observations,Reported,2,1892,,,,,
20122,Pavlof,Confirmed,Observations,Reported,2,1892,,,,,
12039,Llaima,Confirmed,Observations,Reported,2,1892,,,,,
19776,Seguam,Confirmed,Observations,Reported,2,1891,12,,,,
17145,Kirishimayama,Confirmed,Observations,Reported,2,1891,11,10,1891,11,20
12821,Grimsvotn,Confirmed,Observations,Reported,2,1891,11,,1892,3,16
13862,Pantelleria,Confirmed,Observations,Reported,1,1891,10,17,1891,10,25
16790,Mayon,Confirmed,Observations,Reported,2,1891,10,3,1892,2,29
16098,Lamongan,Confirmed,Observations,Reported,2,1891,9,25,1891,10,5
15885,Merapi,Confirmed,Observations,Reported,2,1891,8,25,1892,,
10454,Colima,Confirmed,Observations,Reported,2,1891,7,,1892,6,
17144,Kirishimayama,Confirmed,Observations,Reported,2,1891,6,19,,,
11049,Concepcion,Confirmed,Observations,Reported,2,1891,4,,1891,4,
13760,Etna,Confirmed,Observations,Reported,2,1891,2,20,1891,12,
11976,"Chillan, Nevados de",Confirmed,Observations,Reported,2,1891,2,,,,
10806,Izalco,Confirmed,Observations,Reported,2,1891,,,1898,7,
11361,Galeras,Confirmed,Observations,Reported,2,1891,,,,,
15659,Gede-Pangrango,Confirmed,Observations,Reported,2,1891,,,,,
18050,Akita-Komagatake,Confirmed,Observations,Reported,2,1890,12,,1891,1,
16417,Banda Api,Confirmed,Observations,Reported,2,1890,11,23,1890,11,23
10453,Colima,Confirmed,Observations,Reported,2,1890,11,18,,,
18082,Akita-Yakeyama,Confirmed,Observations,Reported,2,1890,9,23,,,
16789,Mayon,Confirmed,Observations,Reported,2,1890,9,10,1890,9,30
16097,Lamongan,Confirmed,Observations,Reported,2,1890,9,5,1891,1,
17863,Nikko-Shiranesan,Confirmed,Observations,Reported,1,1890,8,22,,,
15739,Slamet,Confirmed,Observations,Reported,2,1890,8,6,1890,8,29
16117,Raung,Confirmed,Observations,Reported,2,1890,7,,1890,9,15
16688,Kie Besi,Confirmed,Observations,Reported,2,1890,6,20,1890,6,30
18731,Shiretoko-Iozan,Confirmed,Observations,Reported,1,1890,6,15,,,
16040,Tengger Caldera,Confirmed,Observations,Reported,2,1890,5,,1890,9,
13759,Etna,Confirmed,Observations,Reported,2,1890,5,,1890,10,17
19428,Klyuchevskoy,Confirmed,Observations,Reported,2,1890,4,,,,
19392,Ushkovsky,Confirmed,Observations,Reported,2,1890,4,,,,
10805,Izalco,Confirmed,Observations,Reported,0,1890,3,26,1890,4,20
16096,Lamongan,Confirmed,Observations,Reported,2,1890,3,23,1890,5,
13560,Tongariro,Uncertain,Uncertain,Unspecified,1,1890,3,,,,
14300,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1890,2,,1891,2,4
13429,Stromboli,Confirmed,Observations,Reported,3,1890,,,1907,5,29
15107,Victory,Confirmed,Observations,Reported,2,1890,,,1935,,
14981,Langila,Confirmed,Observations,Reported,0,1890,,,,,
13460,Soputan,Confirmed,Observations,Reported,2,1890,,,,,
10359,Southern EPR-Segment J,Confirmed,Correlation,Magnetism,0,1890,,,,,
19041,Koryaksky,Confirmed,Observations,Reported,1,1890,,,,,
17978,Zaozan [Zaosan],Uncertain,Uncertain,Unspecified,1,1890,,,,,
10849,San Miguel,Confirmed,Observations,Reported,2,1890,,,1891,,
12264,Huequi,Confirmed,Observations,Reported,3,1890,,,,,
21004,Villarrica,Confirmed,Sidereal,Varve Count,2,1890,,,,,
18403,Ioto,Confirmed,Observations,Reported,1,1889,12,31,,,
17756,Asamayama,Confirmed,Observations,Reported,2,1889,12,24,,,
13802,Kirishimayama,Confirmed,Observations,Reported,2,1889,12,10,1889,12,18
17862,Nikko-Shiranesan,Confirmed,Observations,Reported,1,1889,12,4,,,
16926,Suwanosejima,Confirmed,Observations,Reported,4,1889,10,2,1889,10,13
16095,Lamongan,Confirmed,Observations,Reported,2,1889,9,7,1889,11,
16546,Banua Wuhu,Confirmed,Observations,Reported,2,1889,9,6,1889,9,9
11938,Planchon-Peteroa,Confirmed,Observations,Reported,2,1889,9,,1894,,
18730,Shiretoko-Iozan,Confirmed,Observations,Reported,2,1889,8,9,1889,10,7
10452,Colima,Confirmed,Observations,Reported,4,1889,8,9,1890,2,16
11360,Galeras,Confirmed,Observations,Reported,2,1889,7,3,,,
15884,Merapi,Confirmed,Observations,Reported,1,1889,7,,,,
16484,Ruang,Confirmed,Observations,Reported,1,1889,6,,,,
14299,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1889,6,,1889,8,11
15658,Gede-Pangrango,Uncertain,Uncertain,Unspecified,1,1889,5,8,,,
14613,Ruapehu,Confirmed,Observations,Reported,2,1889,5,1,,,
12038,Llaima,Confirmed,Observations,Reported,2,1889,4,20,1889,7,
15438,Marapi,Confirmed,Observations,Reported,2,1889,3,27,1889,4,17
15480,Tandikat-Singgalang,Confirmed,Observations,Reported,1,1889,2,19,1889,12,4
15994,Semeru,Confirmed,Observations,Reported,2,1889,1,,1891,5,31
16286,Lewotobi,Confirmed,Observations,Reported,2,1889,,,,,
18646,Tokachidake,Confirmed,Observations,Reported,2,1889,,,,,
11917,San Jose,Confirmed,Observations,Reported,2,1889,,,1890,,
11892,Tupungatito,Confirmed,Observations,Reported,2,1889,,,1890,,
16788,Mayon,Confirmed,Observations,Reported,1,1888,12,15,,,
13896,Nisyros,Confirmed,Observations,Reported,2,1888,9,25,,,
16094,Lamongan,Confirmed,Observations,Reported,2,1888,9,,1888,10,6
15883,Merapi,Confirmed,Observations,Reported,2,1888,8,18,1888,12,20
13481,Vulcano,Confirmed,Observations,Reported,3,1888,8,2,1890,3,22
17900,Bandaisan,Confirmed,Observations,Reported,4,1888,7,15,1888,7,15
16184,Batur,Confirmed,Observations,Reported,2,1888,5,30,1888,5,31
18568,Hokkaido-Komagatake,Confirmed,Observations,Reported,2,1888,4,14,,,
13758,Etna,Confirmed,Observations,Reported,2,1888,4,13,1889,8,
11659,Fernandina,Confirmed,Observations,Reported,1,1888,4,10,,,
14972,Ritter Island,Confirmed,Observations,Reported,2,1888,3,13,1888,3,13
16039,Tengger Caldera,Uncertain,Uncertain,Unspecified,2,1888,2,27,,,
15247,Ambrym,Confirmed,Observations,Reported,2,1888,2,24,1888,4,
17076,Kirishimayama,Confirmed,Observations,Reported,2,1888,2,21,1888,5,9
15437,Marapi,Confirmed,Observations,Reported,2,1888,2,19,1888,3,19
15993,Semeru,Confirmed,Observations,Reported,2,1888,2,,1888,10,
11151,Poas,Confirmed,Observations,Reported,1,1888,1,,1891,,
13960,South Island,Confirmed,Observations,Reported,1,1888,,,,,
13966,"Barrier, The",Confirmed,Observations,Reported,0,1888,,,,,
16273,Egon,Uncertain,Uncertain,Unspecified,2,1888,,,1892,,
16158,Ebulobo,Confirmed,Observations,Reported,2,1888,,,,,
16310,Iliboleng,Confirmed,Observations,Reported,2,1888,,,,,
15657,Gede-Pangrango,Confirmed,Observations,Reported,2,1888,,,,,
14683,Macauley,Uncertain,Uncertain,Unspecified,0,1887,12,1,,,
15800,Sundoro,Confirmed,Observations,Reported,2,1887,11,13,1887,11,14
16093,Lamongan,Confirmed,Observations,Reported,2,1887,11,,1888,2,27
15656,Gede-Pangrango,Confirmed,Observations,Reported,2,1887,10,22,1887,10,22
18620,Shikotsu,Confirmed,Observations,Reported,2,1887,9,3,1887,10,8
12820,Thordarhyrna,Confirmed,Observations,Reported,2,1887,8,15,1889,,
15992,Semeru,Confirmed,Observations,Reported,2,1887,8,,1887,10,11
16092,Lamongan,Confirmed,Observations,Reported,2,1887,7,3,1887,7,9
12013,Lonquimay,Confirmed,Observations,Reported,3,1887,6,2,1890,1,
14899,Manam,Confirmed,Observations,Reported,2,1887,6,,1895,,
18645,Tokachidake,Confirmed,Observations,Reported,2,1887,6,,,,
13757,Etna,Confirmed,Observations,Reported,1,1887,5,31,1887,8,
16500,Karangetang,Confirmed,Observations,Reported,2,1887,5,27,1887,5,27
17143,Kirishimayama,Confirmed,Observations,Reported,2,1887,5,,,,
15504,Kerinci,Confirmed,Observations,Reported,2,1887,3,23,1887,3,30
14971,Ritter Island,Confirmed,Uncertain,Unspecified,2,1887,2,2,1887,2,5
15991,Semeru,Confirmed,Observations,Reported,2,1887,2,,1887,3,
10209,Mauna Loa,Confirmed,Observations,Reported,0,1887,1,16,1887,1,28
12037,Llaima,Confirmed,Observations,Reported,2,1887,1,16,1887,6,24
10804,Izalco,Confirmed,Observations,Reported,2,1887,,,1889,,
10451,Colima,Confirmed,Observations,Reported,0,1887,,,,,
20008,Akutan,Confirmed,Observations,Reported,0,1887,,,,,
18081,Akita-Yakeyama,Confirmed,Observations,Reported,2,1887,,,,,
14790,Niuafo'ou,Confirmed,Observations,Reported,2,1887,,,,,
16715,Musuan,Uncertain,Observations,Reported,1,1886,12,31,,,
16038,Tengger Caldera,Confirmed,Observations,Reported,2,1886,11,11,1887,1,25
14466,Whakaari/White Island,Confirmed,Observations,Reported,2,1886,9,16,1886,12,
14789,Niuafo'ou,Confirmed,Observations,Reported,4,1886,8,31,1886,9,18
16787,Mayon,Confirmed,Observations,Reported,3,1886,7,8,1887,3,10
15246,Ambrym,Confirmed,Observations,Reported,2,1886,7,,,,
14465,Whakaari/White Island,Uncertain,Uncertain,Unspecified,2,1886,6,10,1886,6,15
14506,Okataina,Confirmed,Observations,Reported,5,1886,6,10,1886,8,
15655,Gede-Pangrango,Confirmed,Observations,Reported,2,1886,6,10,1886,8,16
13559,Tongariro,Confirmed,Observations,Reported,2,1886,6,,,,
11000,Momotombo,Confirmed,Observations,Reported,2,1886,5,19,1887,,
16499,Karangetang,Confirmed,Observations,Reported,2,1886,4,25,1886,6,19
16037,Tengger Caldera,Confirmed,Observations,Reported,2,1886,4,15,1886,4,26
18619,Shikotsu,Confirmed,Observations,Reported,2,1886,4,13,1886,4,28
15436,Marapi,Confirmed,Observations,Reported,2,1886,3,31,1886,5,3
14699,Raoul Island,Confirmed,Observations,Reported,0,1886,3,,,,
15990,Semeru,Confirmed,Observations,Reported,2,1886,1,25,1886,8,26
11638,Tungurahua,Confirmed,Observations,Reported,4,1886,1,11,1888,,
13480,Vulcano,Confirmed,Observations,Reported,3,1886,1,5,,,
11584,Cotopaxi,Confirmed,Observations,Reported,2,1886,1,,,,
14072,Irazu,Confirmed,Observations,Reported,2,1886,,,,,
14033,Meru,Confirmed,Observations,Reported,0,1886,,,,,
14762,Lateiki,Confirmed,Observations,Reported,2,1886,,,,,
15035,Bamus,Confirmed,Observations,Reported,3,1886,,,,,
16756,Bulusan,Confirmed,Observations,Reported,2,1886,,,,,
20121,Pavlof,Confirmed,Observations,Reported,2,1886,,,,,
10450,Colima,Confirmed,Observations,Reported,3,1885,12,26,1886,10,
10759,Pacaya,Confirmed,Observations,Reported,2,1885,12,,,,
15909,Lawu,Confirmed,Observations,Reported,1,1885,11,28,1885,11,28
16786,Mayon,Confirmed,Observations,Reported,2,1885,11,21,1885,12,2
15435,Marapi,Confirmed,Observations,Reported,2,1885,11,12,,,
16036,Tengger Caldera,Confirmed,Observations,Reported,2,1885,10,31,1886,1,10
14737,Fonuafo'ou,Confirmed,Observations,Reported,3,1885,10,12,1886,,
14747,Tofua,Confirmed,Observations,Reported,2,1885,10,,,,
14464,Whakaari/White Island,Confirmed,Observations,Reported,2,1885,10,,,,
10999,Momotombo,Uncertain,Uncertain,Unspecified,1,1885,10,,,,
16309,Iliboleng,Confirmed,Observations,Reported,2,1885,9,,1885,10,
16560,Awu,Confirmed,Observations,Reported,2,1885,8,18,,,
11583,Cotopaxi,Confirmed,Observations,Reported,2,1885,7,23,,,
16116,Raung,Confirmed,Observations,Reported,2,1885,6,21,1885,6,22
16035,Tengger Caldera,Confirmed,Observations,Reported,2,1885,6,,,,
11326,Purace,Confirmed,Observations,Reported,3,1885,5,25,,,
15738,Slamet,Confirmed,Observations,Reported,2,1885,3,21,1885,3,30
16091,Lamongan,Confirmed,Observations,Reported,2,1885,3,11,1886,10,15
15882,Merapi,Confirmed,Observations,Reported,1,1885,2,24,1887,,
18618,Shikotsu,Confirmed,Observations,Reported,2,1885,1,4,1885,3,26
14463,Whakaari/White Island,Uncertain,Uncertain,Unspecified,2,1885,1,,,,
15654,Gede-Pangrango,Uncertain,Uncertain,Unspecified,2,1885,1,,1885,2,
16925,Suwanosejima,Confirmed,Observations,Reported,2,1885,1,,1885,5,
11637,Tungurahua,Confirmed,Observations,Reported,2,1885,1,,1885,10,16
11079,Irazu,Confirmed,Observations,Reported,2,1885,,,,,
10803,Izalco,Confirmed,Observations,Reported,2,1885,,,,,
14102,Isluga,Confirmed,Observations,Reported,1,1885,,,,,
16585,Gamkonora,Confirmed,Observations,Reported,2,1885,,,,,
14943,Karkar,Confirmed,Observations,Reported,2,1885,,,,,
13558,Tongariro,Confirmed,Observations,Reported,1,1885,,,1887,,
15989,Semeru,Confirmed,Observations,Reported,2,1884,12,10,1885,9,
16653,Gamalama,Uncertain,Uncertain,Unspecified,1,1884,12,8,1884,12,9
20410,Wrangell,Uncertain,Uncertain,Unspecified,2,1884,10,26,1885,2,4
16212,Rinjani,Confirmed,Observations,Reported,2,1884,8,8,1884,8,10
12508,Eldey,Uncertain,Uncertain,Unspecified,2,1884,7,26,,,
18800,Ushishur,Confirmed,Observations,Reported,1,1884,7,,,,
15556,Dempo,Confirmed,Observations,Reported,2,1884,6,,1884,7,
16652,Gamalama,Confirmed,Observations,Reported,2,1884,5,,1884,5,
16724,Kanlaon,Uncertain,Uncertain,Unspecified,2,1884,5,,1884,6,
17288,Asosan,Confirmed,Observations,Reported,2,1884,3,21,1884,6,
10802,Izalco,Confirmed,Observations,Reported,2,1884,3,9,1884,3,10
10410,Santa Ana,Confirmed,Observations,Reported,2,1884,3,9,1884,3,10
14298,"Fournaise, Piton de la",Confirmed,Observations,Reported,0,1884,2,4,1884,2,5
10848,San Miguel,Confirmed,Observations,Reported,2,1884,1,25,1884,1,28
16090,Lamongan,Confirmed,Observations,Reported,2,1884,1,6,1884,6,23
16924,Suwanosejima,Confirmed,Observations,Reported,1,1884,,,,,
14086,Nyiragongo,Confirmed,Observations,Reported,1,1884,,,,,
13755,Etna,Confirmed,Observations,Reported,1,1884,,,1886,6,7
14980,Langila,Confirmed,Observations,Reported,2,1884,,,,,
15245,Ambrym,Confirmed,Observations,Reported,2,1884,,,,,
18825,Chirinkotan,Confirmed,Observations,Reported,0,1884,,,,,
11048,Concepcion,Confirmed,Observations,Reported,2,1884,,,1886,,
15116,Bagana,Confirmed,Observations,Reported,3,1883,12,31,,,
15776,Dieng Volcanic Complex,Confirmed,Observations,Reported,1,1883,12,26,1884,3,18
15434,Marapi,Confirmed,Observations,Reported,1,1883,12,,1883,12,
11582,Cotopaxi,Confirmed,Observations,Reported,2,1883,12,,,,
18617,Shikotsu,Confirmed,Observations,Reported,2,1883,10,7,1883,11,5
20266,Augustine,Confirmed,Observations,Reported,4,1883,10,6,1884,,
19855,Bogoslof,Confirmed,Observations,Reported,3,1883,9,27,1895,,
10801,Izalco,Confirmed,Observations,Reported,2,1883,9,5,1883,11,13
16559,Awu,Confirmed,Observations,Reported,2,1883,8,25,1883,8,26
16498,Karangetang,Confirmed,Observations,Reported,2,1883,8,25,1883,8,26
15799,Sundoro,Confirmed,Observations,Reported,2,1883,8,,,,
11581,Cotopaxi,Confirmed,Observations,Reported,2,1883,8,,,,
16723,Kanlaon,Uncertain,Uncertain,Unspecified,2,1883,7,,,,
19427,Klyuchevskoy,Confirmed,Observations,Reported,2,1883,7,,1883,8,
15433,Marapi,Confirmed,Observations,Reported,1,1883,6,25,1883,8,27
15589,Krakatau,Confirmed,Observations,Reported,6,1883,5,20,1883,10,21
18762,Moyorodake [Medvezhia],Confirmed,Observations,Reported,2,1883,5,,1883,6,
13557,Tongariro,Confirmed,Observations,Reported,2,1883,4,25,,,
18790,Milna,Confirmed,Observations,Reported,1,1883,4,15,,,
16089,Lamongan,Confirmed,Observations,Reported,2,1883,4,13,1883,5,4
11047,Concepcion,Confirmed,Observations,Reported,2,1883,4,5,1883,6,30
14857,St. Andrew Strait,Confirmed,Observations,Reported,2,1883,3,28,,,
14193,Karthala,Confirmed,Observations,Reported,2,1883,3,,1884,,
11975,"Chillan, Nevados de",Uncertain,Uncertain,Unspecified,2,1883,1,21,,,
12819,Grimsvotn,Confirmed,Observations,Reported,2,1883,1,15,1883,4,15
15881,Merapi,Confirmed,Observations,Reported,1,1883,1,,1884,11,
13922,"Tair, Jebel at",Confirmed,Observations,Reported,2,1883,,,,,
15244,Ambrym,Confirmed,Observations,Reported,2,1883,,,,,
18531,Guguan,Confirmed,Observations,Reported,2,1883,,,,,
17619,Kharimkotan,Confirmed,Observations,Reported,3,1883,,,,,
19981,Makushin,Confirmed,Observations,Reported,2,1883,,,,,
20067,Shishaldin,Confirmed,Observations,Reported,2,1883,,,,,
20007,Akutan,Confirmed,Observations,Reported,2,1883,,,,,
12036,Llaima,Confirmed,Observations,Reported,2,1883,,,,,
11852,Lascar,Confirmed,Observations,Reported,2,1883,,,1885,,
12135,Villarrica,Confirmed,Observations,Reported,2,1883,,,,,
10847,San Miguel,Confirmed,Observations,Reported,2,1882,12,5,,,
10998,Momotombo,Confirmed,Observations,Reported,2,1882,9,9,,,
19426,Klyuchevskoy,Confirmed,Observations,Reported,2,1882,9,,,,
17824,Kusatsu-Shiranesan,Confirmed,Observations,Reported,2,1882,8,6,1882,8,16
10800,Izalco,Confirmed,Observations,Reported,2,1882,7,12,,,
15798,Sundoro,Confirmed,Observations,Reported,2,1882,4,1,1882,4,7
11580,Cotopaxi,Confirmed,Observations,Reported,2,1882,1,,1882,3,
11213,Irazu,Uncertain,Uncertain,Unspecified,2,1882,,,,,
13715,Iya,Confirmed,Observations,Reported,2,1882,,,,,
14003,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,2,1882,,,1883,,
14297,"Fournaise, Piton de la",Uncertain,Uncertain,Unspecified,0,1882,,,,,
19132,Zhupanovsky,Confirmed,Observations,Reported,2,1882,,,,,
20501,Rainier,Uncertain,Uncertain,Unspecified,2,1882,,,,,
10449,Colima,Confirmed,Observations,Reported,1,1882,,,1884,,
15555,Dempo,Confirmed,Observations,Reported,2,1881,12,,1881,12,
18789,Milna,Confirmed,Observations,Reported,2,1881,9,,,,
16785,Mayon,Confirmed,Observations,Reported,3,1881,7,6,1882,8,
13556,Tongariro,Confirmed,Observations,Reported,2,1881,7,6,,,
17882,Nasudake,Confirmed,Observations,Reported,1,1881,7,1,,,
14400,Heard,Uncertain,Uncertain,Unspecified,2,1881,6,2,,,
16307,Leroboleng,Confirmed,Observations,Reported,2,1881,3,16,,,
11490,Guagua Pichincha,Confirmed,Observations,Reported,2,1881,3,10,,,
15554,Dempo,Confirmed,Observations,Reported,2,1881,2,16,,,
10799,Izalco,Confirmed,Observations,Reported,0,1881,1,1,,,
11325,Purace,Confirmed,Observations,Reported,2,1881,,,,,
11916,San Jose,Confirmed,Observations,Reported,2,1881,,,,,
15351,Traitor's Head,Confirmed,Observations,Reported,0,1881,,,,,
19094,Avachinsky,Confirmed,Observations,Reported,2,1881,,,,,
10448,Colima,Confirmed,Observations,Reported,2,1880,12,1,1881,4,12
14002,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,2,1880,12,,,,
10208,Mauna Loa,Confirmed,Observations,Reported,1,1880,11,5,1881,8,10
20465,Baker,Confirmed,Observations,Reported,2,1880,9,7,1880,11,27
17142,Kirishimayama,Confirmed,Observations,Reported,2,1880,9,,,,
18796,Srednii,Uncertain,Uncertain,Unspecified,0,1880,7,12,1880,7,12
10714,Fuego,Confirmed,Observations,Reported,4,1880,6,28,1880,8,20
